bt,value,event,duration
2017-07-27 12:09:00,63.80428571428572,0.0,
2017-07-27 12:12:00,63.790000000000006,0.0,
2017-07-27 12:15:00,63.583749999999995,0.0,
2017-07-27 12:18:00,63.24285714285715,0.0,
2017-07-27 12:21:00,63.005714285714284,0.0,
2017-07-27 12:24:00,62.934285714285714,0.0,
2017-07-27 12:27:00,63.19,0.0,
2017-07-27 12:30:00,63.431428571428576,0.0,
2017-07-27 12:33:00,63.88625,0.0,
2017-07-27 12:36:00,64.32428571428571,0.0,
2017-07-27 12:39:00,64.7,0.0,
2017-07-27 12:42:00,64.88857142857144,0.0,
2017-07-27 12:45:00,64.99714285714286,0.0,
2017-07-27 12:48:00,65.05428571428573,0.0,
2017-07-27 12:51:00,65.23875,0.0,
2017-07-27 12:54:00,65.31714285714284,0.0,
2017-07-27 12:57:00,65.43571428571428,0.0,
2017-07-27 13:00:00,65.67142857142856,0.0,
2017-07-27 13:03:00,66.00142857142858,0.0,
2017-07-27 13:06:00,66.13857142857142,0.0,
2017-07-27 13:09:00,66.29000000000002,0.0,
2017-07-27 13:12:00,66.36142857142858,0.0,
2017-07-27 13:15:00,66.30428571428573,0.0,
2017-07-27 13:18:00,66.47285714285714,0.0,
2017-07-27 13:21:00,66.62285714285714,0.0,
2017-07-27 13:24:00,66.70571428571428,0.0,
2017-07-27 13:27:00,66.63,0.0,
2017-07-27 13:30:00,66.46142857142857,0.0,
2017-07-27 13:33:00,66.39,0.0,
2017-07-27 13:36:00,66.2757142857143,0.0,
2017-07-27 13:39:00,66.13857142857144,0.0,
2017-07-27 13:42:00,66.0,0.0,
2017-07-27 13:45:00,65.93249999999999,0.0,
2017-07-27 13:48:00,66.03,0.0,
2017-07-27 13:51:00,66.30428571428573,0.0,
2017-07-27 13:54:00,66.63571428571427,0.0,
2017-07-27 13:57:00,66.74428571428571,0.0,
2017-07-27 14:00:00,66.69285714285715,0.0,
2017-07-27 14:03:00,66.7025,0.0,
2017-07-27 14:06:00,66.65142857142857,0.0,
2017-07-27 14:09:00,66.68,0.0,
2017-07-27 14:12:00,66.79857142857142,0.0,
2017-07-27 14:15:00,66.89571428571428,0.0,
2017-07-27 14:18:00,67.07428571428571,0.0,
2017-07-27 14:21:00,67.12249999999999,0.0,
2017-07-27 14:24:00,67.37571428571428,0.0,
2017-07-27 14:27:00,67.59714285714286,0.0,
2017-07-27 14:30:00,67.61142857142858,0.0,
2017-07-27 14:33:00,67.41428571428571,0.0,
2017-07-27 14:36:00,67.25857142857141,0.0,
2017-07-27 14:39:00,67.1225,0.0,
2017-07-27 14:42:00,67.01714285714284,0.0,
2017-07-27 14:45:00,66.96,0.0,
2017-07-27 14:48:00,66.88285714285715,0.0,
2017-07-27 14:51:00,66.87,0.0,
2017-07-27 14:54:00,66.94714285714284,0.0,
2017-07-27 14:57:00,66.87,0.0,
2017-07-27 15:00:00,66.90857142857142,0.0,
2017-07-27 15:03:00,66.90857142857143,0.0,
2017-07-27 15:06:00,66.85285714285713,0.0,
2017-07-27 15:09:00,66.64999999999999,0.0,
2017-07-27 15:12:00,66.50285714285715,0.0,
2017-07-27 15:15:00,66.4275,0.0,
2017-07-27 15:18:00,66.33285714285715,0.0,
2017-07-27 15:21:00,66.17714285714285,0.0,
2017-07-27 15:24:00,66.04285714285713,0.0,
2017-07-27 15:27:00,65.93571428571428,0.0,
2017-07-27 15:30:00,65.86714285714285,0.0,
2017-07-27 15:33:00,65.8475,0.0,
2017-07-27 15:36:00,65.90999999999998,0.0,
2017-07-27 15:39:00,65.85285714285713,0.0,
2017-07-27 15:42:00,65.90999999999998,0.0,
2017-07-27 15:45:00,65.92285714285713,0.0,
2017-07-27 15:48:00,65.87714285714284,0.0,
2017-07-27 15:51:00,65.83500000000001,0.0,
2017-07-27 15:54:00,65.88857142857142,0.0,
2017-07-27 15:57:00,66.04,0.0,
2017-07-27 16:00:00,66.09142857142858,0.0,
2017-07-27 16:03:00,66.0657142857143,0.0,
2017-07-27 16:06:00,66.01142857142858,0.0,
2017-07-27 16:09:00,65.99000000000001,0.0,
2017-07-27 16:12:00,65.95428571428572,0.0,
2017-07-27 16:15:00,65.86285714285715,0.0,
2017-07-27 16:18:00,65.85000000000001,0.0,
2017-07-27 16:21:00,65.77857142857142,0.0,
2017-07-27 16:24:00,65.66428571428571,0.0,
2017-07-27 16:27:00,65.64999999999999,0.0,
2017-07-27 16:30:00,65.58,0.0,
2017-07-27 16:33:00,65.38857142857144,0.0,
2017-07-27 16:36:00,65.36142857142858,0.0,
2017-07-27 16:39:00,65.32142857142857,0.0,
2017-07-27 16:42:00,65.28285714285713,0.0,
2017-07-27 16:45:00,65.27,0.0,
